SUM,000012093
TotalTime,0000:02:01
SampTime(ms),10
DateTime, 2023-07-20 16:46:01
Time(hh:mm:ss:ms),Voltage(V),Current(A),Power(W),Temperature
"00:01:14:370", 5.019, 0.335, 1.683, 36.
"00:01:14:380", 5.021, 0.349, 1.751, 36.
"00:01:14:390", 5.020, 0.339, 1.703, 36.
"00:01:14:400", 5.020, 0.339, 1.703, 36.
"00:01:14:410", 5.020, 0.349, 1.751, 36.
"00:01:14:420", 5.020, 0.335, 1.681, 36.
"00:01:14:430", 5.020, 0.341, 1.711, 36.
"00:01:14:440", 5.022, 0.342, 1.717, 36.
"00:01:14:450", 5.020, 0.334, 1.678, 36.
"00:01:14:460", 5.020, 0.346, 1.738, 36.
"00:01:14:470", 5.021, 0.340, 1.706, 36.
"00:01:14:480", 5.020, 0.339, 1.703, 36.
"00:01:14:490", 5.019, 0.343, 1.723, 36.
"00:01:14:500", 5.019, 0.343, 1.723, 36.
"00:01:14:510", 5.021, 0.349, 1.751, 36.
"00:01:14:520", 5.019, 0.335, 1.680, 36.
"00:01:14:530", 5.021, 0.346, 1.736, 36.
"00:01:14:540", 5.020, 0.342, 1.716, 36.
"00:01:14:550", 5.020, 0.339, 1.703, 36.
"00:01:14:560", 5.019, 0.335, 1.680, 36.
"00:01:14:570", 5.020, 0.341, 1.713, 36.
"00:01:14:580", 5.020, 0.344, 1.728, 36.
"00:01:14:590", 5.020, 0.333, 1.671, 36.
"00:01:14:600", 5.021, 0.347, 1.741, 36.
"00:01:14:610", 5.021, 0.338, 1.699, 36.
"00:01:14:620", 5.020, 0.350, 1.758, 36.
"00:01:14:630", 5.012, 0.465, 2.331, 36.
"00:01:14:640", 5.017, 0.452, 2.266, 36.
"00:01:14:650", 5.021, 0.346, 1.736, 36.
"00:01:14:660", 5.019, 0.355, 1.780, 36.
"00:01:14:670", 5.020, 0.354, 1.778, 36.
"00:01:14:680", 5.019, 0.348, 1.745, 36.
"00:01:14:690", 5.021, 0.345, 1.731, 36.
"00:01:14:700", 5.020, 0.345, 1.733, 36.
"00:01:14:710", 5.021, 0.363, 1.823, 36.
"00:01:14:720", 5.021, 0.369, 1.853, 36.
"00:01:14:730", 5.022, 0.339, 1.704, 36.
"00:01:14:740", 5.019, 0.338, 1.698, 36.
"00:01:14:750", 5.020, 0.332, 1.668, 36.
"00:01:14:760", 5.020, 0.346, 1.738, 36.
"00:01:14:770", 5.020, 0.337, 1.693, 36.
"00:01:14:780", 5.019, 0.334, 1.675, 36.
"00:01:14:790", 5.022, 0.338, 1.697, 36.
"00:01:14:800", 5.021, 0.338, 1.699, 36.
"00:01:14:810", 5.021, 0.338, 1.699, 36.
"00:01:14:820", 5.021, 0.343, 1.724, 36.
"00:01:14:830", 5.022, 0.333, 1.674, 36.
"00:01:14:840", 5.022, 0.334, 1.677, 36.
"00:01:14:850", 5.022, 0.327, 1.642, 36.
"00:01:14:860", 5.024, 0.331, 1.665, 36.
"00:01:14:870", 5.022, 0.323, 1.624, 36.
"00:01:14:880", 5.022, 0.322, 1.617, 36.
"00:01:14:890", 5.022, 0.329, 1.654, 36.
"00:01:14:900", 5.021, 0.339, 1.704, 36.
"00:01:14:910", 5.022, 0.334, 1.679, 36.
"00:01:14:920", 5.019, 0.313, 1.571, 36.
"00:01:14:930", 5.022, 0.330, 1.659, 36.
"00:01:14:940", 5.020, 0.327, 1.643, 36.
"00:01:14:950", 5.021, 0.320, 1.606, 36.
"00:01:14:960", 5.022, 0.324, 1.629, 36.
"00:01:14:970", 5.021, 0.327, 1.644, 36.
"00:01:14:980", 5.022, 0.327, 1.642, 36.
"00:01:14:990", 5.020, 0.323, 1.621, 36.
"00:01:15:000", 5.020, 0.317, 1.591, 36.
"00:01:15:010", 5.021, 0.322, 1.619, 36.
"00:01:15:020", 5.020, 0.320, 1.606, 36.
"00:01:15:030", 5.021, 0.327, 1.644, 36.
"00:01:15:040", 5.021, 0.330, 1.659, 36.
"00:01:15:050", 5.024, 0.338, 1.697, 36.
"00:01:15:060", 5.022, 0.337, 1.694, 36.
"00:01:15:070", 5.021, 0.322, 1.616, 36.
"00:01:15:080", 5.020, 0.322, 1.619, 36.
"00:01:15:090", 5.020, 0.336, 1.688, 36.
"00:01:15:100", 5.020, 0.336, 1.686, 36.
"00:01:15:110", 5.021, 0.321, 1.611, 36.
"00:01:15:120", 5.021, 0.321, 1.611, 36.
"00:01:15:130", 5.024, 0.320, 1.610, 36.
"00:01:15:140", 5.022, 0.322, 1.617, 36.
"00:01:15:150", 5.019, 0.386, 1.937, 36.
"00:01:15:160", 5.020, 0.380, 1.905, 36.
"00:01:15:170", 5.017, 0.387, 1.944, 36.
"00:01:15:180", 5.021, 0.334, 1.679, 36.
"00:01:15:190", 5.021, 0.322, 1.616, 36.
"00:01:15:200", 5.021, 0.330, 1.656, 36.
"00:01:15:210", 5.019, 0.325, 1.633, 36.
"00:01:15:220", 5.021, 0.338, 1.699, 36.
"00:01:15:230", 5.022, 0.335, 1.684, 36.
"00:01:15:240", 5.020, 0.325, 1.633, 36.
"00:01:15:250", 5.022, 0.326, 1.637, 36.
"00:01:15:260", 5.020, 0.316, 1.589, 36.
"00:01:15:270", 5.022, 0.326, 1.639, 36.
"00:01:15:280", 5.021, 0.321, 1.611, 36.
"00:01:15:290", 5.020, 0.326, 1.636, 36.
"00:01:15:300", 5.020, 0.326, 1.636, 36.
"00:01:15:310", 5.020, 0.323, 1.624, 36.
"00:01:15:320", 5.021, 0.326, 1.639, 36.
"00:01:15:330", 5.022, 0.327, 1.644, 36.
"00:01:15:340", 5.020, 0.320, 1.609, 36.
"00:01:15:350", 5.020, 0.324, 1.626, 36.
"00:01:15:360", 5.021, 0.327, 1.641, 36.
"00:01:15:370", 5.021, 0.326, 1.636, 36.
"00:01:15:380", 5.021, 0.326, 1.636, 36.
"00:01:15:390", 5.020, 0.322, 1.616, 36.
"00:01:15:400", 5.021, 0.323, 1.621, 36.
"00:01:15:410", 5.020, 0.317, 1.594, 36.
"00:01:15:420", 5.022, 0.313, 1.574, 36.
"00:01:15:430", 5.022, 0.313, 1.574, 36.
"00:01:15:440", 5.024, 0.317, 1.592, 36.
"00:01:15:450", 5.021, 0.333, 1.671, 36.
"00:01:15:460", 5.020, 0.318, 1.599, 36.
"00:01:15:470", 5.022, 0.332, 1.669, 36.
"00:01:15:480", 5.020, 0.329, 1.653, 36.
"00:01:15:490", 5.022, 0.320, 1.607, 36.
"00:01:15:500", 5.021, 0.325, 1.631, 36.
"00:01:15:510", 5.021, 0.319, 1.604, 36.
"00:01:15:520", 5.020, 0.330, 1.658, 36.
"00:01:15:530", 5.021, 0.316, 1.589, 36.
"00:01:15:540", 5.021, 0.318, 1.599, 36.
"00:01:15:550", 5.022, 0.334, 1.677, 36.
"00:01:15:560", 5.021, 0.330, 1.656, 36.
"00:01:15:570", 5.021, 0.323, 1.621, 36.
"00:01:15:580", 5.022, 0.325, 1.632, 36.
"00:01:15:590", 5.020, 0.331, 1.661, 36.
"00:01:15:600", 5.024, 0.334, 1.677, 36.
"00:01:15:610", 5.025, 0.336, 1.690, 36.
"00:01:15:620", 5.021, 0.330, 1.656, 36.
"00:01:15:630", 5.020, 0.321, 1.614, 36.
"00:01:15:640", 5.021, 0.319, 1.601, 36.
"00:01:15:650", 5.021, 0.319, 1.601, 36.
"00:01:15:660", 5.020, 0.323, 1.621, 36.
"00:01:15:670", 5.021, 0.332, 1.669, 36.
"00:01:15:680", 5.022, 0.327, 1.642, 36.
"00:01:15:690", 5.020, 0.321, 1.611, 36.
"00:01:15:700", 5.021, 0.317, 1.594, 36.
"00:01:15:710", 5.021, 0.326, 1.639, 36.
"00:01:15:720", 5.019, 0.334, 1.675, 36.
"00:01:15:730", 5.021, 0.323, 1.621, 36.
"00:01:15:740", 5.021, 0.326, 1.639, 36.
"00:01:15:750", 5.022, 0.328, 1.649, 36.
"00:01:15:760", 5.024, 0.322, 1.617, 36.
"00:01:15:770", 5.022, 0.330, 1.657, 36.
"00:01:15:780", 5.020, 0.316, 1.589, 36.
"00:01:15:790", 5.019, 0.322, 1.618, 36.
"00:01:15:800", 5.022, 0.324, 1.627, 36.
"00:01:15:810", 5.020, 0.323, 1.621, 36.
"00:01:15:820", 5.021, 0.324, 1.626, 36.
"00:01:15:830", 5.016, 0.325, 1.632, 36.
"00:01:15:840", 5.021, 0.328, 1.646, 36.
"00:01:15:850", 5.021, 0.321, 1.614, 36.
"00:01:15:860", 5.020, 0.336, 1.686, 36.
"00:01:15:870", 5.022, 0.336, 1.687, 36.
"00:01:15:880", 5.022, 0.326, 1.637, 36.
"00:01:15:890", 5.021, 0.324, 1.626, 36.
"00:01:15:900", 5.020, 0.323, 1.621, 36.
"00:01:15:910", 5.021, 0.337, 1.694, 36.
"00:01:15:920", 5.021, 0.323, 1.624, 36.
"00:01:15:930", 5.021, 0.323, 1.621, 36.
"00:01:15:940", 5.022, 0.320, 1.607, 36.
"00:01:15:950", 5.022, 0.320, 1.607, 36.
"00:01:15:960", 5.021, 0.325, 1.631, 36.
"00:01:15:970", 5.020, 0.309, 1.551, 36.
"00:01:15:980", 5.021, 0.301, 1.512, 36.
"00:01:15:990", 5.022, 0.304, 1.527, 36.
"00:01:16:000", 5.020, 0.303, 1.519, 36.
"00:01:16:010", 5.022, 0.304, 1.527, 36.
"00:01:16:020", 5.022, 0.305, 1.530, 36.
"00:01:16:030", 5.022, 0.310, 1.557, 36.
"00:01:16:040", 5.024, 0.292, 1.468, 36.
"00:01:16:050", 5.022, 0.298, 1.497, 36.
"00:01:16:060", 5.026, 0.321, 1.613, 36.
"00:01:16:070", 5.022, 0.293, 1.470, 36.
"00:01:16:080", 5.022, 0.301, 1.512, 36.
"00:01:16:090", 5.021, 0.301, 1.512, 36.
"00:01:16:100", 5.021, 0.300, 1.507, 36.
"00:01:16:110", 5.022, 0.307, 1.542, 36.
"00:01:16:120", 5.024, 0.301, 1.512, 36.
"00:01:16:130", 5.020, 0.300, 1.506, 36.
"00:01:16:140", 5.019, 0.296, 1.484, 36.
"00:01:16:150", 5.022, 0.315, 1.584, 36.
"00:01:16:160", 5.022, 0.318, 1.597, 36.
"00:01:16:170", 5.021, 0.301, 1.512, 36.
"00:01:16:180", 5.021, 0.299, 1.499, 36.
"00:01:16:190", 5.022, 0.289, 1.452, 36.
"00:01:16:200", 5.025, 0.299, 1.503, 36.
"00:01:16:210", 5.021, 0.288, 1.447, 36.
"00:01:16:220", 5.021, 0.296, 1.484, 36.
"00:01:16:230", 5.025, 0.296, 1.488, 36.
"00:01:16:240", 5.022, 0.291, 1.462, 36.
"00:01:16:250", 5.022, 0.311, 1.562, 36.
"00:01:16:260", 5.022, 0.311, 1.562, 36.
"00:01:16:270", 5.020, 0.297, 1.491, 36.
"00:01:16:280", 5.024, 0.294, 1.475, 36.
"00:01:16:290", 5.019, 0.292, 1.464, 36.
"00:01:16:300", 5.019, 0.292, 1.464, 36.
"00:01:16:310", 5.021, 0.289, 1.449, 36.
"00:01:16:320", 5.020, 0.288, 1.447, 36.
"00:01:16:330", 5.022, 0.295, 1.480, 36.
"00:01:16:340", 5.021, 0.293, 1.472, 36.
"00:01:16:350", 5.021, 0.293, 1.472, 36.
"00:01:16:360", 5.025, 0.296, 1.488, 36.
"00:01:16:370", 5.020, 0.327, 1.643, 36.
"00:01:16:380", 5.024, 0.304, 1.525, 36.
"00:01:16:390", 5.024, 0.297, 1.490, 36.
"00:01:16:400", 5.024, 0.308, 1.547, 36.
"00:01:16:410", 5.024, 0.313, 1.572, 36.
"00:01:16:420", 5.022, 0.309, 1.552, 36.
"00:01:16:430", 5.021, 0.303, 1.522, 36.
"00:01:16:440", 5.024, 0.296, 1.485, 36.
"00:01:16:450", 5.020, 0.296, 1.486, 36.
"00:01:16:460", 5.020, 0.301, 1.511, 36.
"00:01:16:470", 5.022, 0.303, 1.522, 36.
"00:01:16:480", 5.024, 0.301, 1.510, 36.
"00:01:16:490", 5.021, 0.306, 1.534, 36.
"00:01:16:500", 5.022, 0.296, 1.485, 36.
"00:01:16:510", 5.019, 0.292, 1.464, 36.
"00:01:16:520", 5.021, 0.298, 1.497, 36.
"00:01:16:530", 5.024, 0.308, 1.545, 36.
"00:01:16:540", 5.021, 0.294, 1.477, 36.
"00:01:16:550", 5.022, 0.295, 1.480, 36.
"00:01:16:560", 5.020, 0.307, 1.539, 36.
"00:01:16:570", 5.020, 0.307, 1.539, 36.
"00:01:16:580", 5.021, 0.310, 1.554, 36.
"00:01:16:590", 5.021, 0.295, 1.482, 36.
"00:01:16:600", 5.021, 0.306, 1.537, 36.
"00:01:16:610", 5.021, 0.304, 1.524, 36.
"00:01:16:620", 5.026, 0.307, 1.543, 36.
"00:01:16:630", 5.021, 0.306, 1.537, 36.
"00:01:16:640", 5.020, 0.299, 1.501, 36.
"00:01:16:650", 5.022, 0.308, 1.547, 36.
"00:01:16:660", 5.021, 0.300, 1.504, 36.
"00:01:16:670", 5.021, 0.319, 1.601, 36.
"00:01:16:680", 5.020, 0.321, 1.611, 36.
"00:01:16:690", 5.024, 0.296, 1.485, 36.
"00:01:16:700", 5.022, 0.298, 1.497, 36.
"00:01:16:710", 5.022, 0.298, 1.495, 36.
"00:01:16:720", 5.022, 0.297, 1.490, 36.
"00:01:16:730", 5.024, 0.295, 1.480, 36.
"00:01:16:740", 5.021, 0.289, 1.452, 36.
"00:01:16:750", 5.021, 0.289, 1.449, 36.
"00:01:16:760", 5.020, 0.305, 1.529, 36.
"00:01:16:770", 5.021, 0.305, 1.532, 36.
"00:01:16:780", 5.015, 0.434, 2.175, 36.
"00:01:16:790", 5.006, 0.664, 3.322, 36.
"00:01:16:800", 5.010, 0.591, 2.961, 36.
"00:01:16:810", 5.012, 0.636, 3.189, 36.
"00:01:16:820", 5.009, 0.638, 3.197, 36.
"00:01:16:830", 5.007, 0.612, 3.067, 36.
"00:01:16:840", 5.019, 0.382, 1.915, 36.
"00:01:16:850", 5.009, 0.798, 3.995, 36.
"00:01:16:860", 5.009, 0.643, 3.219, 36.
"00:01:16:870", 5.001, 0.695, 3.478, 36.
"00:01:16:880", 5.001, 0.695, 3.478, 36.
"00:01:16:890", 5.006, 0.630, 3.156, 36.
"00:01:16:900", 5.015, 0.455, 2.279, 36.
"00:01:16:910", 5.004, 0.666, 3.330, 36.
"00:01:16:920", 4.994, 0.834, 4.167, 36.
"00:01:16:930", 4.995, 0.881, 4.401, 36.
"00:01:16:940", 5.014, 0.527, 2.642, 36.
"00:01:16:950", 5.020, 0.335, 1.683, 36.
"00:01:16:960", 5.014, 0.506, 2.535, 36.
"00:01:16:970", 5.010, 0.532, 2.665, 36.
"00:01:16:980", 5.015, 0.511, 2.561, 36.
"00:01:16:990", 5.012, 0.550, 2.756, 36.
"00:01:17:000", 5.014, 0.505, 2.530, 36.
"00:01:17:010", 5.017, 0.380, 1.907, 36.
"00:01:17:020", 5.021, 0.327, 1.644, 36.
"00:01:17:030", 5.007, 0.581, 2.910, 36.
"00:01:17:040", 5.012, 0.544, 2.729, 36.
"00:01:17:050", 5.012, 0.494, 2.477, 36.
"00:01:17:060", 5.011, 0.546, 2.736, 36.
"00:01:17:070", 5.012, 0.511, 2.562, 36.
"00:01:17:080", 5.017, 0.417, 2.094, 36.
"00:01:17:090", 5.020, 0.361, 1.810, 36.
"00:01:17:100", 5.011, 0.558, 2.798, 36.
"00:01:17:110", 5.011, 0.521, 2.609, 36.
"00:01:17:120", 5.014, 0.509, 2.550, 36.
"00:01:17:130", 5.011, 0.545, 2.731, 36.
"00:01:17:140", 5.012, 0.524, 2.624, 36.
"00:01:17:150", 5.020, 0.332, 1.666, 36.
"00:01:17:160", 5.015, 0.462, 2.319, 36.
"00:01:17:170", 5.010, 0.542, 2.715, 36.
"00:01:17:180", 5.014, 0.540, 2.710, 36.
"00:01:17:190", 5.014, 0.540, 2.710, 36.
"00:01:17:200", 5.012, 0.515, 2.579, 36.
"00:01:17:210", 5.015, 0.477, 2.394, 36.
"00:01:17:220", 5.015, 0.472, 2.369, 36.
"00:01:17:230", 5.017, 0.330, 1.655, 36.
"00:01:17:240", 5.011, 0.514, 2.574, 36.
"00:01:17:250", 5.010, 0.605, 3.029, 36.
"00:01:17:260", 5.012, 0.524, 2.627, 36.
"00:01:17:270", 5.012, 0.507, 2.540, 36.
"00:01:17:280", 5.014, 0.485, 2.433, 36.
"00:01:17:290", 5.015, 0.485, 2.431, 36.
"00:01:17:300", 5.017, 0.320, 1.605, 36.
"00:01:17:310", 5.011, 0.542, 2.716, 36.
"00:01:17:320", 5.007, 0.525, 2.629, 36.
"00:01:17:330", 5.014, 0.494, 2.478, 36.
"00:01:17:340", 5.011, 0.575, 2.880, 36.
"00:01:17:350", 5.014, 0.499, 2.500, 36.
"00:01:17:360", 5.014, 0.442, 2.217, 36.
"00:01:17:370", 5.020, 0.330, 1.658, 36.
"00:01:17:380", 5.011, 0.543, 2.721, 36.
"00:01:17:390", 5.006, 0.642, 3.215, 36.
"00:01:17:400", 5.014, 0.490, 2.456, 36.
"00:01:17:410", 5.010, 0.541, 2.710, 36.
"00:01:17:420", 5.011, 0.552, 2.768, 36.
"00:01:17:430", 5.015, 0.452, 2.264, 36.
"00:01:17:440", 5.020, 0.325, 1.633, 36.
"00:01:17:450", 5.015, 0.481, 2.414, 36.
"00:01:17:460", 5.012, 0.525, 2.629, 36.
"00:01:17:470", 5.012, 0.504, 2.527, 36.
"00:01:17:480", 5.011, 0.559, 2.800, 36.
"00:01:17:490", 5.012, 0.538, 2.696, 36.
"00:01:17:500", 5.012, 0.538, 2.696, 36.
"00:01:17:510", 5.014, 0.496, 2.485, 36.
"00:01:17:520", 5.019, 0.356, 1.785, 36.
"00:01:17:530", 5.017, 0.452, 2.266, 36.
"00:01:17:540", 5.012, 0.539, 2.701, 36.
"00:01:17:550", 5.012, 0.494, 2.475, 36.
"00:01:17:560", 5.011, 0.533, 2.673, 36.
"00:01:17:570", 5.012, 0.480, 2.408, 36.
"00:01:17:580", 5.021, 0.339, 1.701, 36.
"00:01:17:590", 5.019, 0.377, 1.892, 36.
"00:01:17:600", 5.012, 0.497, 2.490, 36.
"00:01:17:610", 5.014, 0.523, 2.622, 36.
"00:01:17:620", 5.005, 0.625, 3.127, 36.
"00:01:17:630", 5.009, 0.539, 2.699, 36.
"00:01:17:640", 5.012, 0.491, 2.460, 36.
"00:01:17:650", 5.012, 0.538, 2.699, 36.
"00:01:17:660", 5.015, 0.471, 2.362, 36.
"00:01:17:670", 5.020, 0.324, 1.626, 36.
"00:01:17:680", 5.021, 0.373, 1.873, 36.
"00:01:17:690", 5.016, 0.448, 2.245, 36.
"00:01:17:700", 5.011, 0.533, 2.673, 36.
"00:01:17:710", 5.014, 0.493, 2.471, 36.
"00:01:17:720", 5.010, 0.545, 2.732, 36.
"00:01:17:730", 5.014, 0.485, 2.433, 36.
"00:01:17:740", 5.022, 0.352, 1.766, 36.
"00:01:17:750", 5.012, 0.551, 2.764, 36.
"00:01:17:760", 5.006, 0.627, 3.138, 36.
"00:01:17:770", 5.014, 0.542, 2.720, 36.
"00:01:17:780", 5.014, 0.505, 2.530, 36.
"00:01:17:790", 5.011, 0.543, 2.723, 36.
"00:01:17:800", 5.015, 0.478, 2.399, 36.
"00:01:17:810", 5.015, 0.478, 2.399, 36.
"00:01:17:820", 5.022, 0.341, 1.712, 36.
"00:01:17:830", 5.012, 0.465, 2.331, 36.
"00:01:17:840", 5.011, 0.552, 2.765, 36.
"00:01:17:850", 5.017, 0.445, 2.233, 36.
"00:01:17:860", 5.015, 0.504, 2.528, 36.
"00:01:17:870", 5.016, 0.502, 2.517, 36.
"00:01:17:880", 5.011, 0.545, 2.733, 36.
"00:01:17:890", 5.011, 0.554, 2.775, 36.
"00:01:17:900", 5.014, 0.491, 2.463, 36.
"00:01:17:910", 5.020, 0.333, 1.671, 36.
"00:01:17:920", 5.011, 0.541, 2.713, 36.
"00:01:17:930", 5.011, 0.552, 2.765, 36.
"00:01:17:940", 5.012, 0.514, 2.577, 36.
"00:01:17:950", 5.014, 0.533, 2.672, 36.
"00:01:17:960", 5.011, 0.531, 2.658, 36.
"00:01:17:970", 5.016, 0.489, 2.454, 36.
"00:01:17:980", 5.020, 0.328, 1.646, 36.
"00:01:17:990", 5.011, 0.554, 2.775, 36.
"00:01:18:000", 5.010, 0.576, 2.884, 36.
"00:01:18:010", 5.012, 0.524, 2.624, 36.
"00:01:18:020", 5.012, 0.546, 2.739, 36.
"00:01:18:030", 5.014, 0.519, 2.603, 36.
"00:01:18:040", 5.015, 0.485, 2.434, 36.
"00:01:18:050", 5.021, 0.337, 1.694, 36.
"00:01:18:060", 5.012, 0.456, 2.283, 36.
"00:01:18:070", 5.011, 0.535, 2.683, 36.
"00:01:18:080", 5.015, 0.493, 2.471, 36.
"00:01:18:090", 5.014, 0.545, 2.734, 36.
"00:01:18:100", 5.011, 0.526, 2.636, 36.
"00:01:18:110", 5.012, 0.479, 2.400, 36.
"00:01:18:120", 5.012, 0.479, 2.400, 36.
"00:01:18:130", 5.020, 0.339, 1.701, 36.
"00:01:18:140", 5.009, 0.582, 2.916, 36.
"00:01:18:150", 5.011, 0.537, 2.693, 36.
"00:01:18:160", 5.014, 0.497, 2.493, 36.
"00:01:18:170", 5.014, 0.541, 2.715, 36.
"00:01:18:180", 5.015, 0.491, 2.461, 36.
"00:01:18:190", 5.020, 0.368, 1.848, 36.
"00:01:18:200", 5.019, 0.326, 1.636, 36.
"00:01:18:210", 5.010, 0.592, 2.964, 36.
"00:01:18:220", 5.012, 0.538, 2.696, 36.
"00:01:18:230", 5.015, 0.488, 2.446, 36.
"00:01:18:240", 5.011, 0.547, 2.743, 36.
"00:01:18:250", 5.014, 0.499, 2.500, 36.
"00:01:18:260", 5.021, 0.338, 1.699, 36.
"00:01:18:270", 5.014, 0.531, 2.662, 36.
"00:01:18:280", 5.010, 0.575, 2.882, 36.
"00:01:18:290", 5.012, 0.538, 2.696, 36.
"00:01:18:300", 5.012, 0.513, 2.572, 36.
"00:01:18:310", 5.009, 0.562, 2.814, 36.
"00:01:18:320", 5.016, 0.522, 2.619, 36.
"00:01:18:330", 5.016, 0.522, 2.619, 36.
"00:01:18:340", 5.015, 0.506, 2.536, 36.
"00:01:18:350", 5.015, 0.506, 2.536, 36.
"00:01:18:360", 5.012, 0.527, 2.639, 36.
"00:01:18:370", 5.012, 0.551, 2.764, 36.
"00:01:18:380", 5.012, 0.501, 2.510, 36.
"00:01:18:390", 5.015, 0.484, 2.429, 36.
"00:01:18:400", 5.021, 0.341, 1.711, 36.
"00:01:18:410", 5.011, 0.484, 2.425, 36.
"00:01:18:420", 5.011, 0.562, 2.815, 36.
"00:01:18:430", 5.011, 0.562, 2.815, 36.
"00:01:18:440", 5.012, 0.529, 2.652, 36.
"00:01:18:450", 5.011, 0.542, 2.716, 36.
"00:01:18:460", 5.011, 0.516, 2.586, 36.
"00:01:18:470", 5.021, 0.393, 1.976, 36.
"00:01:18:480", 5.021, 0.324, 1.626, 36.
"00:01:18:490", 5.015, 0.488, 2.446, 36.
"00:01:18:500", 5.015, 0.486, 2.439, 36.
"00:01:18:510", 5.015, 0.503, 2.521, 36.
"00:01:18:520", 5.009, 0.553, 2.769, 36.
"00:01:18:530", 5.012, 0.517, 2.589, 36.
"00:01:18:540", 5.011, 0.553, 2.770, 36.
"00:01:18:550", 5.012, 0.508, 2.545, 36.
"00:01:18:560", 5.019, 0.394, 1.977, 36.
"00:01:18:570", 5.021, 0.323, 1.621, 36.
"00:01:18:580", 5.011, 0.493, 2.469, 36.
"00:01:18:590", 5.011, 0.532, 2.666, 36.
"00:01:18:600", 5.014, 0.490, 2.456, 36.
"00:01:18:610", 5.010, 0.547, 2.742, 36.
"00:01:18:620", 5.014, 0.516, 2.588, 36.
"00:01:18:630", 5.020, 0.406, 2.037, 36.
"00:01:18:640", 5.020, 0.329, 1.653, 36.
"00:01:18:650", 5.020, 0.329, 1.653, 36.
"00:01:18:660", 5.015, 0.472, 2.367, 36.
"00:01:18:670", 5.016, 0.542, 2.718, 36.
"00:01:18:680", 5.016, 0.542, 2.718, 36.
"00:01:18:690", 5.011, 0.529, 2.649, 36.
"00:01:18:700", 5.009, 0.571, 2.861, 36.
"00:01:18:710", 5.011, 0.559, 2.800, 36.
"00:01:18:720", 5.015, 0.459, 2.304, 36.
"00:01:18:730", 5.021, 0.329, 1.654, 36.
"00:01:18:740", 5.021, 0.329, 1.654, 36.
"00:01:18:750", 5.010, 0.542, 2.715, 36.
"00:01:18:760", 5.011, 0.548, 2.748, 36.
"00:01:18:770", 5.014, 0.504, 2.528, 36.
"00:01:18:780", 5.011, 0.551, 2.761, 36.
"00:01:18:790", 5.010, 0.560, 2.805, 36.
"00:01:18:800", 5.020, 0.338, 1.696, 36.
"00:01:18:810", 5.017, 0.405, 2.034, 36.
"00:01:18:820", 5.014, 0.499, 2.503, 36.
"00:01:18:830", 5.009, 0.553, 2.769, 36.
"00:01:18:840", 5.014, 0.495, 2.481, 36.
"00:01:18:850", 5.009, 0.542, 2.714, 36.
"00:01:18:860", 5.016, 0.469, 2.355, 36.
"00:01:18:870", 5.017, 0.325, 1.630, 36.
"00:01:18:880", 5.012, 0.557, 2.794, 36.
"00:01:18:890", 5.009, 0.639, 3.199, 36.
"00:01:18:900", 5.010, 0.543, 2.722, 36.
"00:01:18:910", 5.014, 0.544, 2.730, 36.
"00:01:18:920", 5.010, 0.564, 2.827, 36.
"00:01:18:930", 5.015, 0.485, 2.431, 36.
"00:01:18:940", 5.024, 0.351, 1.764, 36.
"00:01:18:950", 5.024, 0.351, 1.764, 36.
"00:01:18:960", 5.021, 0.552, 2.771, 36.
"00:01:18:970", 5.006, 0.540, 2.706, 36.
"00:01:18:980", 5.012, 0.501, 2.510, 36.
"00:01:18:990", 5.012, 0.543, 2.721, 36.
"00:01:19:000", 5.014, 0.533, 2.670, 36.
"00:01:19:010", 5.015, 0.493, 2.471, 36.
"00:01:19:020", 5.022, 0.339, 1.702, 36.
"00:01:19:030", 5.011, 0.571, 2.860, 36.
"00:01:19:040", 5.007, 0.626, 3.136, 36.
"00:01:19:050", 5.012, 0.515, 2.579, 36.
"00:01:19:060", 5.011, 0.547, 2.741, 36.
"00:01:19:070", 5.011, 0.527, 2.641, 36.
"00:01:19:080", 5.012, 0.488, 2.448, 36.
"00:01:19:090", 5.021, 0.353, 1.771, 36.
"00:01:19:100", 5.015, 0.457, 2.292, 36.
"00:01:19:110", 5.014, 0.540, 2.707, 36.
"00:01:19:120", 5.014, 0.515, 2.580, 36.
"00:01:19:130", 5.012, 0.550, 2.759, 36.
"00:01:19:140", 5.012, 0.513, 2.572, 36.
"00:01:19:150", 5.015, 0.480, 2.406, 36.
"00:01:19:160", 5.022, 0.341, 1.712, 36.
"00:01:19:170", 5.016, 0.575, 2.885, 36.
"00:01:19:180", 5.011, 0.533, 2.671, 36.
"00:01:19:190", 5.014, 0.501, 2.510, 36.
"00:01:19:200", 5.011, 0.557, 2.793, 36.
"00:01:19:210", 5.012, 0.504, 2.525, 36.
"00:01:19:220", 5.017, 0.378, 1.897, 36.
"00:01:19:230", 5.022, 0.342, 1.719, 36.
"00:01:19:240", 5.015, 0.496, 2.489, 36.
"00:01:19:250", 5.012, 0.517, 2.592, 36.
"00:01:19:260", 5.012, 0.517, 2.592, 36.
"00:01:19:270", 5.012, 0.495, 2.480, 36.
"00:01:19:280", 5.011, 0.554, 2.775, 36.
"00:01:19:290", 5.012, 0.518, 2.597, 36.
"00:01:19:300", 5.017, 0.394, 1.979, 36.
"00:01:19:310", 5.012, 0.497, 2.492, 36.
"00:01:19:320", 5.009, 0.560, 2.806, 36.
